Name;Sector;Ticker;Country
Compañía de Transporte de Energía Eléctrica en Alta Tensión Transener S.A.;Electric Utilities;TRAN.BA;Argentina
Cisco Systems, Inc.;Communication Equipment;CSCO.BA;Argentina
Sociedad Comercial del Plata S.A.;Conglomerates;COME.BA;Argentina
Banco Hipotecario S.A.;Money Center Banks;BHIP.BA;Argentina
Rigolleau S.A.;Personal Products;RIGO.BA;Argentina
Ledesma Sociedad Anónima Agrícola Industrial;Farm Products;LEDE.BA;Argentina
Grupo Clarín S.A.;Entertainment - Diversified;GCLA.BA;Argentina
Molinos Rio de la Plata S.A.;Food - Major Diversified;MOLI.BA;Argentina
Transportadora de Gas del Norte S.A.;Gas Utilities;TGNO4.BA;Argentina
The Home Depot, Inc.;Home Improvement Stores;HD.BA;Argentina
Ferrum Sociedad Anonima de Ceramica y Metalurgia;General Building Materials;FERR.BA;Argentina
S.A. San Miguel A.G.I.C.I. y F.;Farm Products;SAMI.BA;Argentina
Molinos Juan Semino S.A.;Farm Products;SEMI.BA;Argentina
The Coca-Cola Company;Beverages - Soft Drinks;KO.BA;Argentina
Kimberly-Clark Corporation;Personal Products;KMB.BA;Argentina
Newmont Mining Corporation;Gold;NEM.BA;Argentina
NIKE, Inc.;Textile - Apparel Footwear & Accessories;NKE.BA;Argentina
Banco Santander Rio S.A.;Money Center Banks;BRIO6.BA;Argentina
Banco Santander Rio S.A.;Money Center Banks;BRIO.BA;Argentina
Agrometal S.A.I.;Farm & Construction Machinery;AGRO.BA;Argentina
Consultatio S.A.;Property Management;CTIO.BA;Argentina
QUALCOMM Incorporated;Semiconductor - Broad Line;QCOM.BA;Argentina
VALE S.A. CEDEAR;Financial Services;VALE.BA;Argentina
TGLT S.A.;Property Management;TGLT.BA;Argentina
AT&T Inc.;Wireless Communications;T.BA;Argentina
Wal-Mart Stores, Inc.;Discount, Variety Stores;WMT.BA;Argentina
The Walt Disney Company;Entertainment - Diversified;DISN.BA;Argentina
Garovaglio y Zorraquín S.A.;Conglomerates;GARO.BA;Argentina
Apple Inc.;Electronic Equipment;AAPL.BA;Argentina
CREDIT SUISSE GP CEDEAR;Financial Services;CS.BA;Argentina
NOVARTIS AG CEDEAR;Healthcare;NVS.BA;Argentina
SIEMENS AG CEDEAR;Technology;SIEGY.BA;Argentina
Insumos Agroquímicos S.A.;Agricultural Chemicals;INAG.BA;Argentina
Grupo Financiero Valores S.A.;Asset Management;VALO.BA;Argentina
Compañía Introductora de Buenos Aires Sociedad Anónima;Food - Major Diversified;INTR.BA;Argentina
American International Group, Inc.;Specialty Retail, Other;AIG.BA;Argentina
Alphabet Inc.;Internet Information Providers;GOOGL.BA;Argentina
Altria Group, Inc.;Food;MO.BA;Argentina
Aluar Aluminio Argentino S.A.I.C.;Aluminum;ALUA.BA;Argentina
American Express Company;Financial Services;AXP.BA;Argentina
Intel Corporation;Semiconductor - Broad Line;INTC.BA;Argentina
International Business Machines Corporation;Information Technology Services;IBM.BA;Argentina
Carboclor S.A.;Chemicals - Major Diversified;CARC.BA;Argentina
Banco Patagonia S.A.;Money Center Banks;BPAT.BA;Argentina
Polledo S.A.I.C. y F.;General Contractors;POLL.BA;Argentina
The Procter & Gamble Company;Personal Products;PG.BA;Argentina
Pampa Energía S.A.;Electric Utilities;PAMP.BA;Argentina
Morixe Hermanos S.A.C. e I.;Food - Major Diversified;MORI.BA;Argentina
3M Company;Diversified Machinery;MMM.BA;Argentina
Bank of China;Financial;3988.HK;China
China Construction Bank;Financial;0939.HK;China
China Life Insurance Company;Financial;2628.HK;China
China Merchants Bank;Financial;3968.HK;China
China Mobile;Communication;0941.HK;China
China Overseas Land and Investment;Real Estate;0688.HK;China
China Petroleum & Chemical;Energy;0386.HK;China
CNOOC Limited;Energy;0883.HK;China
Industrial and Commercial Bank of China;Financial;1398.HK;China
Meituan-Dianping;Consumer Discretionary;3690.HK;China
PetroChina;Energy;0857.HK;China
Ping An Insurance;Financial;2318.HK;China
Tencent Holdings;Communication;0700.HK;China
Xiaomi;Information Technology;1810.HK;China
DBS Group;Financial;D05.SI;Singapore
Oversea-Chinese Banking;Financial;O39.SI;Singapore
Singapore Telecommunications;Communication;Z74.SI;Singapore
United Overseas Bank;Financial;U11.SI;Singapore
AIA Group;Financial;1299.HK;Hong Kong
CK Asset Holdings;Real Estate;1113.HK;Hong Kong
CK Hutchison Holdings;Industrials;0001.HK;Hong Kong
CLP Holdings;Utilities;0002.HK;Hong Kong
Galaxy Entertainment Group;Consumer Discretionary;0027.HK;Hong Kong
Hang Seng Bank;Financial;0011.HK;Hong Kong
Hong Kong and China Gas;Utilities;0003.HK;Hong Kong
Hong Kong Exchanges and Clearing;Financial;0388.HK;Hong Kong
Link Real Estate Investment Trust;Real Estate;0823.HK;Hong Kong
Sands China;Consumer Discretionary;1928.HK;Hong Kong
Sun Hung Kai Properties;Real Estate;0016.HK;Hong Kong
Celltrion;Health Care;068270.KS;South Korea
Hyundai Mobis;Consumer Discretionary;012330.KS;South Korea
Hyundai Motor Company;Consumer Discretionary;005380.KS;South Korea
KB Financial Group Inc;Financial;105560.KS;South Korea
KT&G;Consumer Staples;033780.KS;South Korea
LG Chem;Materials;051910.KS;South Korea
Naver;Communication;035420.KS;South Korea
POSCO;Materials;005490.KS;South Korea
Samsung Electronics;Information Technology;005930.KS;South Korea
Samsung Electronics (Non-voting);Information Technology;005935.KS;South Korea
Shinhan Financial Group;Financial;055550.KS;South Korea
SK Hynix;Information Technology;000660.KS;South Korea
Cathay Financial Holding;Financial;2882.TW;Taiwan
Chunghwa Telecommunications;Communication;2412.TW;Taiwan
CTBC Financial Holding;Financial;2891.TW;Taiwan
Formosa Chemicals & Fibre Corporation;Materials;1326.TW;Taiwan
Formosa Plastics Corporation;Materials;1301.TW;Taiwan
Hon Hai Precision Industry;Information Technology;2317.TW;Taiwan
Largan Precision;Information Technology;3008.TW;Taiwan
MediaTek;Information Technology;2454.TW;Taiwan
Nan Ya Plastics Corporation;Materials;1303.TW;Taiwan
Taiwan Semiconductor Manufacturing;Information Technology;2330.TW;Taiwan
ADMIE (IPTO) HOLDING S.A.;Conventional Electricity;ADMIE.AT;Greece
Aegean Airlines;Airlines;AEGN.AT;Greece
Alpha Bank;Banks;ALPHA.AT;Greece
Jumbo;Toys;BELA.AT;Greece
Coca-Cola HBC AG;Soft Drinks;EEE.AT;Greece
Hellenic Petroleum;Integrated Oil and Gas;ELPE.AT;Greece
National Bank of Greece;Banks;ETE.AT;Greece
Eurobank Ergasias;Banks;EUROB.AT;Greece
EYDAP;Water;EYDAP.AT;Greece
Folli Follie;Specialty Retailers;FLLIY;Greece
GEK Terna;Heavy Construction;GEKTERNA.AT;Greece
OTE;Fixed Line Telecommunications;HTO.AT;Greece
Lamda Development S.A.;Real Estate Holding & Development;LAMDA.AT;Greece
Motor Oil Hellas;Exploration & Production;MOH.AT;Greece
Mytilineos Holdings;Nonferrous Metals;MYTIL.AT;Greece
OPAP;Gambling;OPAP.AT;Greece
Piraeus Port Authority S.A.;Transportation Services;PPA.AT;Greece
Public Power Corporation;Conventional Electricity;PPC.AT;Greece
Gr. Sarantis S.A.;Personal Products;SAR.AT;Greece
Terna Energy;Alternative Electricity;TENERGY.AT;Greece
Piraeus Bank;Banks;TPEIR.AT;Greece
Viohalco;Diversified Industrials;VIO.AT;Greece
The A2 Milk Company;Consumer Staples;A2M.AX;Australia
AGL Energy;Utilities;AGL;Australia
Amcor;Materials;AMC;Australia
ANZ Banking Group;Financials;ANZ.AX;Australia
APA Group;Utilities;APA.AX;Australia
Ampol;Energy;ALD.AX;Australia
Aristocrat Leisure;Consumer Discretionary;ALL.AX;Australia
ASX;Financials;ASX;Australia
Aurizon;Industrials;AZJ.AX;Australia
BHP;Materials;BHP;Australia
Brambles;Industrials;BXB.AX;Australia
Cochlear;Health Care;COH.AX;Australia
Coles Group;Consumer Staples;COL;Australia
Commonwealth Bank;Financials;CBA.AX;Australia
Computershare;Information Technology;CPU.AX;Australia
CSL;Health Care;CSL;Australia
Dexus;Financials;DXS.AX;Australia
Fortescue Metals Group;Materials;FMG.AX;Australia
Goodman Group;Financials;GMG.AX;Australia
GPT Group;Financials;GPT.AX;Australia
Insurance Australia Group;Financials;IAG;Australia
James Hardie;Materials;JHX;Australia
Lendlease;Financials;LLC.AX;Australia
Macquarie Group;Financials;MQG.AX;Australia
Medibank;Financials;MPL.AX;Australia
Mirvac;Financials;MGR;Australia
National Australia Bank;Financials;NAB.AX;Australia
Newcrest Mining;Materials;NCM;Australia
Oil Search;Energy;OSH;Australia
Orica;Materials;ORI;Australia
Origin Energy;Energy;ORG.AX;Australia
Qantas;Industrials;QAN.AX;Australia
QBE Insurance Group;Financials;QBE.AX;Australia
Ramsay Health Care;Health Care;RHC.AX;Australia
Rio Tinto;Materials;RIO;Australia
Santos;Energy;STO.AX;Australia
Scentre Group;Real Estate;SCG;Australia
Sonic Healthcare;Health Care;SHL;Australia
South32;Materials;S32.AX;Australia
Stockland;Financials;SGP.AX;Australia
Suncorp Group;Financials;SUN;Australia
Sydney Airport Holdings;Industrials;SYD.AX;Australia
Telstra;Telecommunications Services;TLS;Australia
Transurban;Industrials;TCL.AX;Australia
Treasury Wine Estates;Consumer Staples;TWE.AX;Australia
Vicinity;Financials;VCX.AX;Australia
Wesfarmers;Industrials;WES;Australia
Westpac;Financials;WBC.AX;Australia
Woodside Petroleum;Energy;WPL.AX;Australia
Woolworths;Consumer Staples;WOW;Australia
Ackermans & van Haaren;Financial Services;ACKB.VI;Belgium
Aedifica;Real Estate;AED.BR;Belgium
Ageas;Insurance;AGS.VI;Belgium
AB InBev;Food & Beverage;ABI.BR;Belgium
Aperam;Basic Resources;APAM.VI;Belgium
arGEN-X;Health Care;ARGX.VI;Belgium
Barco;Industrial Goods & Services;BAR.BR;Belgium
Cofinimmo;Real Estate;COFB.VI;Belgium
Colruyt;Retail;COLR.VI;Belgium
Galapagos;Health Care;GLPG.VI;Belgium
GBL;Financial Services;GBLB.VI;Belgium
ING Group;Banks;INGA.VI;Belgium
KBC;Banks;KBC.VI;Belgium
Proximus;Telecommunications;PROX.VI;Belgium
Sofina;Financial Services;SOF.VI;Belgium
Solvay;Chemicals;SOLB.VI;Belgium
Telenet Group;Media;TNET.VI;Belgium
UCB;Health Care;UCB.VI;Belgium
Umicore;Chemicals;UMI.VI;Belgium
WDP;Real Estate;WDP.BR;Belgium
Banco Bradesco;Banking;BBD;Brazil
Banco do Brasil;Banking;BBAS3.SA;Brazil
B3;Stock Exchange;B3SA3.SA;Brazil
BRF S.A.;Food processing;BRFS3.SA;Brazil
CCR S.A.;Transportation;CCRO3.SA;Brazil
Cielo S.A.;Financial services;CIEL3.SA;Brazil
Companhia Energetica de Minas Gerais (CEMIG);Energy;CIG;Brazil
Companhia Siderúrgica Nacional;Steel;SID;Brazil
Companhia de Bebidas das Americas (AmBev);Beverages;ABEV3.SA;Brazil
CPFL Energia;Energy;CPFE3.SA;Brazil
Empresa Brasileira de Aeronáutica (Embraer);Aerospace/Defense;ERJ;Brazil
Gerdau;Steel;GGB;Brazil
Itaú Unibanco;Banking;ITUB4.SA;Brazil
Itaúsa Investimentos Itau;Banking;ITSA4.SA;Brazil
Petrobras;Oil;PBR;Brazil
Ultrapar Participacoes S.A.;Energy;UGPA3.SA;Brazil
Vale;Mining;VALE;Brazil
4iG;Telecommunications;4IG.BD;Hungary
AKKO Invest;Industrial Services;AKKO.BD;Hungary
ANY Security Printing;Diversified Industrials;ANY.BD;Hungary
Appeninn Asset Management;Real Estate;APPENINN.BD;Hungary
AutoWallis;Automobiles & Parts;AUTOWALLIS.BD;Hungary
CIG Pannonia Life Insurance;Insurance;CIG.BD;Hungary
Graphisoft Park;Real Estate;GSPARK.BD;Hungary
Magyar Telekom;Telecommunications;MTEL.BD;Hungary
MOL Group;Oil & Gas;MOL.BD;Hungary
Opus;Industrial Services;OPUS.BD;Hungary
OTP Bank;Banks;OTP.BD;Hungary
PannErgy;Industrial Services;PERGY.BD;Hungary
Waberer's International;Industrial Transportation;WABERERS.BD;Hungary
Agnico Eagle Mines Limited;Basic Materials;AEM.TO;Canada
Algonquin Power & Utilities Corp.;Utilities;AQN.TO;Canada
Alimentation Couche-Tard Inc.;Consumer Staples;ATD-B.TO;Canada
BCE Inc.;Communication Services;BCE.TO;Canada
Bank of Montreal;Financial Services;BMO.TO;Canada
Bank of Nova Scotia;Financial Services;BNS.TO;Canada
Barrick Gold Corporation;Basic Materials;ABX.TO;Canada
Bausch Health Companies Inc.;Healthcare;BHC.TO;Canada
Brookfield Asset Management Inc.;Financial Services;BAM-A.TO;Canada
Brookfield Infrastructure Partners L.P.;Utilities;BIP-UN.TO;Canada
Brookfield Property Partners L.P.;Real Estate;BPY-UN.TO;Canada
CCL Industries Inc.;Consumer Cyclical;CCL-B.TO;Canada
CGI Inc.;Information Technology;GIB-A.TO;Canada
Cameco Corporation;Energy;CCO.TO;Canada
Canadian Apartment Properties Real Estate Investment Trust;Real Estate;CAR-UN.TO;Canada
Canadian Imperial Bank of Commerce;Financial Services;CM.TO;Canada
Canadian National Railway Company;Industrials;CNR.TO;Canada
Canadian Natural Resources Limited;Energy;CNQ.TO;Canada
Canadian Pacific Railway Limited;Industrials;CP.TO;Canada
Canadian Tire Corporation Limited;Consumer Cyclical;CTC-A.TO;Canada
Canopy Growth Corporation;Healthcare;WEED.TO;Canada
Cenovus Energy Inc.;Energy;CVE.TO;Canada
Constellation Software Inc.;Information Technology;CSU.TO;Canada
Dollarama Inc.;Consumer Staples;DOL.TO;Canada
Emera Incorporated;Utilities;EMA.TO;Canada
Enbridge Inc.;Energy;ENB.TO;Canada
First Quantum Minerals Ltd.;Basic Materials;FM.TO;Canada
Fortis Inc.;Utilities;FTS.TO;Canada
Franco-Nevada Corporation;Basic Materials;FNV.TO;Canada
George Weston Limited;Consumer Staples;WN.TO;Canada
Gildan Activewear Inc.;Consumer Cyclical;GIL.TO;Canada
Imperial Oil Limited;Energy;IMO.TO;Canada
Inter Pipeline Ltd.;Energy;IPL.TO;Canada
Kinross Gold Corporation;Basic Materials;K.TO;Canada
Kirkland Lake Gold Ltd.;Basic Materials;KL.TO;Canada
Loblaw Companies Limited;Consumer Staples;L.TO;Canada
Magna International Inc.;Consumer Cyclical;MG.TO;Canada
Manulife Financial Corporation;Financial Services;MFC.TO;Canada
Metro Inc.;Consumer Staples;MRU.TO;Canada
National Bank of Canada;Financial Services;NA.TO;Canada
Nutrien Ltd.;Basic Materials;NTR.TO;Canada
Open Text Corporation;Information Technology;OTEX.TO;Canada
Pembina Pipeline Corporation;Energy;PPL.TO;Canada
Power Corporation of Canada;Financial Services;POW.TO;Canada
Restaurant Brands International Inc.;Consumer Cyclical;QSR.TO;Canada
Rogers Communications Inc.;Communication Services;RCI-B.TO;Canada
Royal Bank of Canada;Financial Services;RY.TO;Canada
SNC-Lavalin Group Inc.;Industrials;SNC.TO;Canada
Saputo Inc.;Consumer Staples;SAP.TO;Canada
Shaw Communications Inc.;Communication Services;SJR-B.TO;Canada
Shopify Inc.;Information Technology;SHOP.TO;Canada
Sun Life Financial Inc.;Financial Services;SLF.TO;Canada
Suncor Energy Inc.;Energy;SU.TO;Canada
TC Energy Corporation;Energy;TRP.TO;Canada
Teck Resources Limited;Basic Materials;TECK-B.TO;Canada
Telus Corporation;Communication Services;T.TO;Canada
Thomson Reuters Corporation;Industrials;TRI.TO;Canada
Toronto-Dominion Bank;Financial Services;TD.TO;Canada
Waste Connections Inc.;Industrials;WCN.TO;Canada
Wheaton Precious Metals Corp.;Basic Materials;WPM.TO;Canada
AESGener;Electricity;AESGENER.SN;Chile
Aguas Andinas;Water & Sanitation;AGUAS-A.SN;Chile
Embotelladora Andina;Beverages;ANDINA-B.SN;Chile
Banco de Crédito e Inversiones;Banks;BCI.SN;Chile
Banco Santander Santiago;Banks;BSANTANDER.SN;Chile
Compañía de Acero del Pacífico;Mining;CAP.SN;Chile
Compañía Cervecerías Unidas;Beverages;CCU.SN;Chile
Cencosud;Retailers;CENCOSUD.SN;Chile
Banco de Chile;Banks;CHILE.SN;Chile
Empresas CMPC;Wood Pulp;CMPC.SN;Chile
Colbun;Electricity;COLBUN.SN;Chile
Viña Concha y Toro;Wines;CONCHATORO.SN;Chile
Empresas Copec;Conglomerate;COPEC.SN;Chile
E-CL;Electricity;ECL.SN;Chile
Empresa Nacional de Electricidad;Electricity;ENELCHILE.SN;Chile
Enel Chile;Electricity;ENIC;Chile
Entel Chile;Telecoms;ENTEL.SN;Chile
S.A.C.I. Falabella;Retailers;FALABELLA.SN;Chile
Inversiones Aguas Metropolitanas;Water & Sanitation;IAM.SN;Chile
ILC Inversiones;Conglomerate;ILC.SN;Chile
Latam Airlines Group;Airline;LTM.SN;Chile
Parque Arauco S.A.;Shopping Mall Developer;PARAUCO.SN;Chile
Ripley;Retailers;RIPLEY.SN;Chile
Salfacorp;Real Estate Developer;SALFACORP.SN;Chile
Grupo Security;Banks;SECURITY.SN;Chile
Sonda;Software;SONDA.SN;Chile
Sociedad Química y Minera de Chile;Chemicals;SQM-B.SN;Chile
Compañía Sudamericana de Vapores;Shipping;VAPORES.SN;Chile
Bancolombia;Banking;CIB;Colombia
Ecopetrol;Oil;EC;Colombia
Ambu;Healthcare;AMBU-B.CO;Denmark
A.P. Møller-Mærsk (class A);Marine;MAERSK-A.CO;Denmark
A.P. Møller-Mærsk (class B);Marine;MAERSK-B.CO;Denmark
Carlsberg Group;Brewers;CARL-B.CO;Denmark
Chr. Hansen;Specialty chemicals;CHR.CO;Denmark
Coloplast;Health care supplies;COLO-B.CO;Denmark
Danske Bank;Diversified banks;DANSKE.CO;Denmark
Demant;Health care equipment;DEMANT.CO;Denmark
DSV;Trucking;DSV.CO;Denmark
FLSmidth & Co.;Construction and engineering;FLS.CO;Denmark
Genmab;Biotechnology;GMAB.CO;Denmark
GN Store Nord;Health care equipment;GN.CO;Denmark
ISS;Facilities management services;ISS.CO;Denmark
Jyske Bank A/S;Diversified banks;JYSK.CO;Denmark
Lundbeck;Pharmaceuticals;LUN.CO;Denmark
Novo Nordisk;Pharmaceuticals;NOVO-B.CO;Denmark
Novozymes;Specialty chemicals;NZYM-B.CO;Denmark
Ørsted;Electricity generation;ORSTED.CO;Denmark
Pandora A/S;Apparel, accessories and luxury goods;PNDORA.CO;Denmark
Rockwool International;Construction and materials;ROCK-B.CO;Denmark
Royal Unibrew;Brewers;RBREW.CO;Denmark
SimCorp;Technology;SIM.CO;Denmark
Topdanmark;Insurance;TOP.CO;Denmark
Tryg;Insurance;TRYG.CO;Denmark
Vestas Wind Systems;Heavy electrical equipment;VWS.CO;Denmark
Komercní banka, a.s.;Banks;KMERF;Czech Republic
Avast Plc;Technology;AVST.PR;Czech Republic
CEZ, a. s.;Utilities;CEZ.PR;Czech Republic
MONETA Money Bank, a.s.;Banks;MONET.PR;Czech Republic
Erste Group Bank AG;Banks;ERBAG.PR;Czech Republic
O2 Czech Republic a.s.;Telecommunication;TELEC.PR;Czech Republic
Acciona;Construction;ANA.MC;Spain
Acerinox;Steel;ACX.MC;Spain
ACS Group;Construction;ACS.MC;Spain
Aena;Airports;AENA.MC;Spain
Amadeus IT Group;Tourism;AMS.MC;Spain
ArcelorMittal;Steel;MTS.MC;Spain
Banco Sabadell;Financial Services;SAB.MC;Spain
Banco Santander;Financial Services;SAN.MC;Spain
Bankia;Financial Services;BKIA.MC;Spain
Bankinter;Financial Services;BKT.MC;Spain
BBVA;Financial Services;BBVA.MC;Spain
CaixaBank;Financial Services;CABK.MC;Spain
Cellnex Telecom;Telecommunications;CLNX.MC;Spain
CIE Automotive;Automotive;CIE.MC;Spain
Enagás;Natural Gas;ENG.MC;Spain
ENCE;Cellulose;ENC.MC;Spain
Endesa;Electricity;ELE.MC;Spain
Ferrovial;Infrastructures Management;FER.MC;Spain
Grifols;Pharmaceuticals;GRF.MC;Spain
IAG;Aviation;IAG.MC;Spain
Iberdrola;Electricity;IBE.MC;Spain
Inditex;Clothing;ITX.MC;Spain
Indra;IT Services;IDR.MC;Spain
Inmobiliaria Colonial;Real Estate;COL.MC;Spain
Mapfre;Insurance;MAP.MC;Spain
Mediaset España;Mass Media;TL5.MC;Spain
Meliá Hotels;Tourism;MEL.MC;Spain
Merlin Properties;Real Estate;MRL.MC;Spain
Naturgy;Natural Gas;NTGY.MC;Spain
Red Eléctrica de España;Electricity;REE.MC;Spain
Repsol;Oil and Gas;REP.MC;Spain
Siemens Gamesa;Wind Power;SGRE.MC;Spain
Técnicas Reunidas;Engineering;TRE.MC;Spain
Telefónica;Telecommunications;TEF.MC;Spain
Viscofan;Meat Casings;VIS.MC;Spain
AS Trigon Property Development;Real State;TPD1T.TL;Estonia
AS Ekspress Grupp;Communication Services;EEG1T.TL;Estonia
Arco Vara AS;Real Estate;ARC1T.TL;Estonia
AS Pro Kapital Grupp;Real Estate;PKG1T.TL;Estonia
AS Tallinna Vesi;Utilities;TVEAT.TL;Estonia
AS Tallink Grupp;Industrials;TAL1T.TL;Estonia
AS Silvano Fashion Group;Consumer Cyclical;SFG1T.TL;Estonia
AS PRFoods;Consumer Defensive;PRF1T.TL;Estonia
Tallinna Kaubamaja Grupp AS;Consumer Cyclical;TKM1T.TL;Estonia
AS Baltika;Consumer Cyclical;BLT1T.TL;Estonia
Skano Group AS;Consumer Cyclical;SKN1T.TL;Estonia
AS Merko Ehitus;Industrials;MRK1T.TL;Estonia
Nordecon AS;Industrials;NCN1T.TL;Estonia
AS Harju Elekter;Industrials;HAE1T.TL;Estonia
Cargotec;industrial machinery;CGCBV.HE;Finland
Elisa;integrated telecommunication services;ELISA.HE;Finland
Fortum;electric utilities;FORTUM.HE;Finland
Huhtamäki;industrial Goods & Services;HUH1V.HE;Finland
Kemira;diversified chemicals;KEMIRA.HE;Finland
Kesko;food retail;KESKOB.HE;Finland
Kojamo;real estate investor;KOJAMO.HE;Finland
Kone;industrial machinery;KNEBV.HE;Finland
Konecranes;industrial machinery;KCR.HE;Finland
Metso Outotec;industrial machinery;MOCORP.HE;Finland
Metsä Board;paper and packaging;METSB.HE;Finland
Neles;process industries;NELES.HE;Finland
Neste;oil and gas refining and marketing;NESTE.HE;Finland
Nokia;communications equipment;NOKIA.HE;Finland
Nokian Tyres;tyres and rubber;TYRES.HE;Finland
Nordea AB;diversified banks;NDA-FI.HE;Finland
Orion Corporation;pharmaceuticals;ORNBV.HE;Finland
Outokumpu;steel;OUT1V.HE;Finland
Sampo;multi-line insurance;SAMPO.HE;Finland
Stora Enso;paper products;STERV.HE;Finland
Telia Company;integrated telecommunication services;TELIA1.HE;Finland
TietoEVRY;IT services;TIETO.HE;Finland
UPM;paper products;UPM.HE;Finland
Valmet;industrial Goods & Services;VALMT.HE;Finland
Wärtsilä;industrial machinery;WRTBF;Finland
Accor;Consumer Cyclical;AC.PA;France
Air Liquide;Basic Materials;AI.PA;France
Airbus;Industrials;AIR.PA;France
Atos;Technology;ATO.PA;France
AXA;Financial Services;CS.PA;France
BNP Paribas;Financial Services;BNP.PA;France
Bouygues;Industrials;EN.PA;France
Capgemini;Technology;CAP.PA;France
Carrefour;Consumer Defensive;CA.PA;France
Crédit Agricole;Financial Services;ACA.PA;France
Danone;Consumer Defensive;BN.PA;France
Dassault Systèmes;Technology;DSY.PA;France
Engie;Utilities;ENGI.PA;France
Essilor;Healthcare;EL.PA;France
Hermès;Consumer Cyclical;RMS.PA;France
Kering;Consumer Cyclical;KER.PA;France
L'Oréal;Consumer Defensive;OR.PA;France
Legrand;Industrials;LR.PA;France
LVMH;Consumer Cyclical;MC.PA;France
Michelin;Industrials;ML.PA;France
Orange;Communication Services;ORA.PA;France
Pernod Ricard;Consumer Defensive;RI.PA;France
PSA;Consumer Cyclical;UG.PA;France
Publicis;Communication Services;PUB.PA;France
Renault;Consumer Cyclical;RNO.PA;France
Safran;Industrials;SAF.PA;France
Saint-Gobain;Industrials;SGO.PA;France
Sanofi;Healthcare;SAN.PA;France
Schneider Electric;Industrials;SU.PA;France
Société Générale;Financial Services;GLE.PA;France
Sodexo;Industrials;SW.PA;France
STMicroelectronics;Technology;STM.PA;France
Thales;Industrials;HO.PA;France
Total;Energy;FP.PA;France
